"id_top"	"id"	"name"	"wdegree"	"publications"	"rank_year_cited_pubmed_title"	"ids"
"12"	"au4933x_kou"	"Kourbatova, EV"	"155"	"17"	"[[2,2012,35,22136739,""Global isoniazid resistance patterns in rifampin-resistant a""],[9,2009,18,19793439,""Prevalence of extensively drug-resistant tuberculosis in Vla""],[1,2012,29,23107633,""Predictors of sputum culture conversion among patients treat""],[1,2011,7,22008772,""Frequency and type of microbiological monitoring of multidru""],[17,2017,1,28157461,""Multidrug-resistant tuberculosis patients views of intervent""],[1,2013,13,23263819,""Performance of CepheidA R Xpert MTB/RIFA R and TB-BiochipA R""],[6,2007,16,17958983,""Social support and incentives programme for patients with tu""],[16,2016,0,27510247,""Multidrug-resistant tuberculosis patients lost to follow-up:""],[2,2016,1,26489698,""Evaluation of community-based treatment for drug-resistant t""],[3,2016,10,26889786,""Factors Associated with Loss to Follow-up during Treatment f""],[8,2015,3,26488585,""Epidemiology of Primary Multidrug-Resistant Tuberculosis Vla""],[2,2015,15,26714320,""Association between Regimen Composition and Treatment Respon""],[1,2012,52,22789497,""Predictors of poor outcomes among patients treated for multi""],[1,2015,7,25988299,""Additional Drug Resistance of Multidrug-Resistant Tuberculos""],[9,2015,9,25988954,""Risk Factors for Acquisition of Drug Resistance during Multi""],[4,2008,27,18514008,""High prevalence of multidrug-resistant tuberculosis in Georg""],[4,2012,32,22347495,""Use of a Molecular Diagnostic Test in AFB Smear Positive Tub""]]"	"[""10.5588_ijtld.11.0445"",""pub-1567"",""10.5588_ijtld.11.0811"",""10.5588_ijtld.11.0101"",""10.5588_ijtld.16.0433"",""10.1007_s10096_012_1798_0"",""pub-1742"",""10.5588_ijtld.16.0029"",""10.1111_tmi.12625"",""10.3201_eid2203.151788"",""10.3201_eid2111.150813"",""10.1371_journal.pmed.1001932"",""10.1016_j.tube.2012.06.003"",""10.3201_eid2106.141329"",""10.3201_eid2106.141907"",""10.1016_j.ijid.2008.03.012"",""10.1371_journal.pone.0031563""]"
"12"	"au8639x_shi"	"Shin, SS"	"105"	"15"	"[[4,2000,87,10694087,""Using treatment failure under effective directly observed sh""],[3,2001,83,11467371,""Occurrence of serious adverse effects in patients receiving ""],[2,2005,46,16013771,""Validation of a rapid method for detection of M-tuberculosis""],[5,2005,36,16013781,""Acquisition of drug resistance in multidrug-resistant Mycoba""],[1,2003,9,12729340,""Peripheral neuropathy associated with treatment for multidru""],[4,2003,27,12870684,""Clinical and programmatic considerations in the treatment of""],[1,2006,16,16704823,""Long-term follow-up for multidrug-resistant tuberculosis""],[7,2006,57,16740844,""Community-based therapy for children with multidrug-resistan""],[1,2006,60,16602404,""Treatment outcomes in an integrated civilian and prison MDR-""],[8,2012,11,22507895,""Alcohol use and the management of multidrug-resistant tuberc""],[3,2012,20,22410436,""Hepatotoxicity during treatment for multidrug-resistant tube""],[1,2007,70,18034952,""Adverse reactions among patients being treated for MDR-TB in""],[13,2008,32,17954675,""Treating multidrug-resistant tuberculosis in Tomsk Russia - ""],[2,2011,8,21205434,""Assessing spatiotemporal patterns of multidrug-resistant and""],[15,2012,24,22640448,""HIV-positive patients treated for multidrug-resistant tuberc""]]"	"[""pub-2027"",""pub-1997"",""pub-1861"",""pub-1863"",""pub-1955"",""pub-1946"",""10.3201_eid1204.041256"",""10.1542_peds.2005_2235"",""pub-1830"",""10.5588_ijtld.11.0795"",""10.5588_ijtld.11.0591"",""pub-1733"",""10.1196_annals.1425.009"",""10.1017_S0950268810002797"",""10.5588_ijtld.11.0473""]"
"12"	"au9551x_tup"	"Tupasi, TE"	"87"	"15"	"[[2,2001,90,11409582,""Increased resistance to ciprofloxacin and ofloxacin in multi""],[3,2003,16,14677843,""Tuberculosis infecton and disease in children living in hous""],[6,2004,96,15581210,""Adverse events in the treatment of multidrug-resistant tuber""],[2,2016,0,27510247,""Multidrug-resistant tuberculosis patients lost to follow-up:""],[4,2015,7,25988299,""Additional Drug Resistance of Multidrug-Resistant Tuberculos""],[64,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[3,2015,15,26714320,""Association between Regimen Composition and Treatment Respon""],[1,2016,10,26889786,""Factors Associated with Loss to Follow-up during Treatment f""],[10,2010,8,20487615,""Responding to the multidrug-resistant tuberculosis crisis: m""],[1,2006,81,16968123,""Feasibility and cost-effectiveness of treating multidrug-res""],[15,2011,15,22283887,""Bacteriologic monitoring of multidrug-resistant tuberculosis""],[6,2012,18,22584124,""Impact of patient and program factors on default during trea""],[6,2011,10,21756517,""Multidrug-resistant tuberculosis among previously treated pa""],[1,2017,1,28157461,""Multidrug-resistant tuberculosis patients views of intervent""],[4,2012,6,22863522,""Screening outcomes from patients with suspected multidrug-re""]]"	"[""pub-1998"",""pub-1928"",""pub-1896"",""10.5588_ijtld.16.0029"",""10.3201_eid2106.141329"",""10.1371_journal.pmed.1001300"",""10.1371_journal.pmed.1001932"",""10.3201_eid2203.151788"",""pub-1480"",""10.1371_journal.pmed.0030352"",""10.5588_ijtld.10.0221"",""10.5588_ijtld.11.0502"",""10.5588_ijtld.10.0400"",""10.5588_ijtld.16.0433"",""10.5588_ijtld.12.0038""]"
"12"	"au2857x_fur"	"Furin, JJ"	"79"	"18"	"[[4,1998,149,9848606,""The dilemma of MDR-TB in the global era""],[2,1999,22,10460095,""Management of MDR-TB in resource-poor countries""],[5,2003,352,12519922,""Community-based therapy for multidrug-resistant tuberculosis""],[12,2003,33,12684912,""Treatment of multidrug-resistant tuberculosis during pregnan""],[6,2003,11,12729339,""The role of the nurse in the community-based treatment of mu""],[2,2004,28,15006956,""Hypokalemia among patients receiving treatment for multidrug""],[9,2006,18,16562709,""Representative drug susceptibility patterns for guiding desi""],[8,2006,19,17083413,""Nurses as providers of emotional support to patients with MD""],[7,2012,11,22507895,""Alcohol use and the management of multidrug-resistant tuberc""],[7,2012,20,22410436,""Hepatotoxicity during treatment for multidrug-resistant tube""],[13,2017,4,28234080,""Examples of bedaquiline introduction for the management of m""],[14,2017,0,29037291,""The devil we know: is the use of injectable agents for the t""],[7,2008,32,17954675,""Treating multidrug-resistant tuberculosis in Tomsk Russia - ""],[16,2007,70,18034952,""Adverse reactions among patients being treated for MDR-TB in""],[3,2014,1,null,""Geographical heterogeneity of multidrug-resistant tuberculos""],[4,2013,15,23575328,""Outcomes of children treated for tuberculosis with second-li""],[1,2013,4,23827936,""Novel pediatric delivery systems for second-line anti-tuberc""],[1,2014,6,25517815,""Im fed up: experiences of prior anti-tuberculosis treatment ""]]"	"[""pub-2049"",""pub-2037"",""10.1056_NEJMoa022928"",""10.1086_374225"",""pub-1954"",""10.1378_chest.125.3.974"",""pub-1835"",""10.1111_j.1466_7657.2006.00490.x"",""10.5588_ijtld.11.0795"",""10.5588_ijtld.11.0591"",""10.5588_ijtld.16.0493"",""10.5588_ijtld.17.0468"",""10.1196_annals.1425.009"",""pub-1733"",""10.2807_1560_7917.ES2014.19.11.20743"",""10.5588_ijtld.12.0792"",""10.5588_ijtld.13.0196"",""10.5588_ijtld.14.0277""]"
"12"	"au2651x_far"	"Farmer, PE"	"75"	"19"	"[[5,2012,20,22326109,""High rate of hypothyroidism among patients treated for multi""],[18,2007,70,18034952,""Adverse reactions among patients being treated for MDR-TB in""],[11,2008,32,17954675,""Treating multidrug-resistant tuberculosis in Tomsk Russia - ""],[2,2012,84,22931261,""Tuberculosis Drug Resistance and the History of Modern Medic""],[5,2009,77,19779624,""Early Outcomes of MDR-TB Treatment in a High HIV-Prevalence ""],[10,2006,18,16562709,""Representative drug susceptibility patterns for guiding desi""],[15,2006,60,16602404,""Treatment outcomes in an integrated civilian and prison MDR-""],[1,2013,19,24350951,""Chronic Infectious Disease and the Future of Health Care Del""],[3,2008,126,18723218,""Treatment of extensively drug-resistant tuberculosis in Toms""],[4,2000,37,10815730,""Redefining MDR-TB transmission hot spots""],[15,2003,352,12519922,""Community-based therapy for multidrug-resistant tuberculosis""],[11,2001,83,11467371,""Occurrence of serious adverse effects in patients receiving ""],[12,2000,87,10694087,""Using treatment failure under effective directly observed sh""],[11,2003,33,12684912,""Treatment of multidrug-resistant tuberculosis during pregnan""],[14,2003,27,12870684,""Clinical and programmatic considerations in the treatment of""],[9,2003,9,12729340,""Peripheral neuropathy associated with treatment for multidru""],[8,2002,2,null,""Examining assumptions about multidrug-resistant TB control""],[1,1998,149,9848606,""The dilemma of MDR-TB in the global era""],[1,1999,22,10460095,""Management of MDR-TB in resource-poor countries""]]"	"[""10.5588_ijtld.11.0615"",""pub-1733"",""10.1196_annals.1425.009"",""10.1056_NEJMra1205429"",""10.1371_journal.pone.0007186"",""pub-1835"",""pub-1830"",""10.1056_NEJMsa1310472"",""10.1016_S0140_6736_08_61204_0"",""pub-2023"",""10.1056_NEJMoa022928"",""pub-1997"",""pub-2027"",""10.1086_374225"",""pub-1946"",""pub-1955"",""pub-1987"",""pub-2049"",""pub-2037""]"
"12"	"au0765x_bay"	"Bayona, J"	"68"	"32"	"[[3,2012,29,23107633,""Predictors of sputum culture conversion among patients treat""],[4,2011,15,22283887,""Bacteriologic monitoring of multidrug-resistant tuberculosis""],[6,2011,322,21828024,""WHO guidelines for the programmatic management of drug-resis""],[12,2012,24,22640448,""HIV-positive patients treated for multidrug-resistant tuberc""],[5,2013,13,22926210,""Tuberculosis in Children Exposed at Home to Multidrug-resist""],[3,2008,58,18462099,""Risk factors and mortality associated with default from mult""],[8,2015,15,26714320,""Association between Regimen Composition and Treatment Respon""],[5,2013,22,23223591,""Aggressive Regimens for Multidrug-Resistant Tuberculosis Red""],[9,2014,5,24721980,""Reducing Communication Delays and Improving Quality of Care ""],[5,2011,10,21392434,""Targeted Drug-Resistance Testing Strategy for Multidrug-Resi""],[4,2012,52,22789497,""Predictors of poor outcomes among patients treated for multi""],[9,2015,7,25988299,""Additional Drug Resistance of Multidrug-Resistant Tuberculos""],[9,2011,8,21205434,""Assessing spatiotemporal patterns of multidrug-resistant and""],[11,2009,23,19361302,""Drug-Resistant Tuberculosis and Pregnancy: Treatment Outcome""],[2,1998,149,9848606,""The dilemma of MDR-TB in the global era""],[3,1999,22,10460095,""Management of MDR-TB in resource-poor countries""],[1,2003,36,14677844,""Contact investigations as a means of detection and timely tr""],[3,2002,2,null,""Examining assumptions about multidrug-resistant TB control""],[9,2003,33,12684912,""Treatment of multidrug-resistant tuberculosis during pregnan""],[4,2004,35,14974746,""Identifying early treatment failure on Category I therapy fo""]]"	"[""10.5588_ijtld.11.0811"",""10.5588_ijtld.10.0221"",""10.1183_09031936.00073611"",""10.5588_ijtld.11.0473"",""10.1097_INF.0b013e31826f6063"",""10.1086_588292"",""10.1371_journal.pmed.1001932"",""10.1093_cid_cis1008"",""10.1371_journal.pone.0090110"",""10.3201_eid1703.101553"",""10.1016_j.tube.2012.06.003"",""10.3201_eid2106.141329"",""10.1017_S0950268810002797"",""10.1086_598191"",""pub-2049"",""pub-2037"",""pub-1927"",""pub-1987"",""10.1086_374225"",""pub-1923""]"
"91"	"au9778x_vel"	"Velayati, AA"	"171"	"20"	"[[12,2005,31,16183321,""Treatment of multiple drug-resistant tuberculosis MDR-TB in ""],[7,2007,6,17291368,""Instability of IS6110 patterns in multidrug-resistant strain""],[11,2011,11,20535008,""Revised Category II Regimen as an Alternative Strategy for R""],[9,2010,11,19818664,""Extensively drug-resistant tuberculosis treatment outcome in""],[11,2010,13,20192820,""Impact of Extensively Drug-Resistant Tuberculosis on Treatme""],[10,2011,19,20019591,""Adverse Effects of Multidrug-Resistant Tuberculosis Treatmen""],[1,2009,302,19349380,""Emergence of New Forms of Totally Drug-Resistant Tuberculosi""],[8,2006,42,16476483,""Prevalence of Haarlem I and Beijing types of Mycobacterium t""],[8,2011,4,23508230,""Rapid Detection of Isoniazid Resistance in Mycobacterium tub""],[6,2011,32,21795819,""Anti-tuberculosis drug resistance and associated risk factor""],[1,2009,41,19556787,""Differences in Cell Wall Thickness between Resistant and Non""],[12,2008,0,null,""The recent-transmission of Mycobacterium tuberculosis strain""],[12,2009,30,19285897,""First-line anti-tuberculosis drug resistance patterns and tr""],[10,2009,6,19037820,""Is standardized treatment appropriate for non-XDR multiple d""],[8,2016,3,27436384,""Impact of diabetes mellitus on tuberculosis drug resistance ""],[23,2017,6,28092681,""Genomic analysis of globally diverse Mycobacterium tuberculo""],[1,2014,10,24189362,""High Prevelance of Rifampin-Monoresistant Tuberculosis: A Re""],[7,2017,0,28739225,""Distribution scheme of antituberculosis drug resistance amon""],[10,2008,38,18544199,""Outcome of treatment of MDR-TB patients with standardised re""],[11,2011,7,21396217,""Standardised second-line treatment of multidrug-resistant tu""]]"	"[""10.1016_j.ijid.2004.09.012"",""10.1017_S0950268806006790"",""10.1097_MJT.0b013e3181dd60ec"",""10.1016_j.ijid.2009.07.002"",""10.1089_mdr.2009.0073"",""10.1097_MJT.0b013e3181c0806d"",""10.1378_chest.08_2427"",""10.1016_j.jinf.2005.12.020"",""pub-1350"",""10.3855_jidc.1259"",""10.1159_000226425"",""10.1186_1471_2334_8_109"",""10.1016_j.ijid.2008.11.027"",""10.1080_00365540802298079"",""10.1016_j.jgar.2015.11.006"",""10.1038_ng.3767"",""10.4269_ajtmh.13_0057"",""10.1016_j.jgar.2017.06.010"",""pub-1691"",""10.5588_ijtld.10.0140""]"
"91"	"au9183x_tab"	"Tabarsi, P"	"103"	"21"	"[[2,2005,31,16183321,""Treatment of multiple drug-resistant tuberculosis MDR-TB in ""],[9,2009,41,19556787,""Differences in Cell Wall Thickness between Resistant and Non""],[1,2009,6,19037820,""Is standardized treatment appropriate for non-XDR multiple d""],[1,2009,17,19301453,""Nontuberculous Mycobacteria Among Patients Who are Suspected""],[4,2009,302,19349380,""Emergence of New Forms of Totally Drug-Resistant Tuberculosi""],[63,2012,253,22952439,""Multidrug Resistant Pulmonary Tuberculosis Treatment Regimen""],[6,2014,10,24189362,""High Prevelance of Rifampin-Monoresistant Tuberculosis: A Re""],[1,2008,9,18197919,""Representative drug susceptibility patterns for guiding desi""],[7,2008,0,null,""The recent-transmission of Mycobacterium tuberculosis strain""],[2,2008,38,18544199,""Outcome of treatment of MDR-TB patients with standardised re""],[2,2016,3,27436384,""Impact of diabetes mellitus on tuberculosis drug resistance ""],[2,2017,0,28739225,""Distribution scheme of antituberculosis drug resistance amon""],[7,2013,6,23453416,""Multidrug resistant tuberculosis versus non-tuberculous myco""],[1,2011,7,21396217,""Standardised second-line treatment of multidrug-resistant tu""],[5,2011,4,24250429,""The Incidence of Amikacin Ototoxicity in Multidrug-Resistant""],[2,2011,19,20019591,""Adverse Effects of Multidrug-Resistant Tuberculosis Treatmen""],[1,2010,13,20192820,""Impact of Extensively Drug-Resistant Tuberculosis on Treatme""],[2,2010,11,19818664,""Extensively drug-resistant tuberculosis treatment outcome in""],[7,2009,30,19285897,""First-line anti-tuberculosis drug resistance patterns and tr""],[1,2011,11,20535008,""Revised Category II Regimen as an Alternative Strategy for R""]]"	"[""10.1016_j.ijid.2004.09.012"",""10.1159_000226425"",""10.1080_00365540802298079"",""10.1097_MAJ.0b013e318185d32f"",""10.1378_chest.08_2427"",""10.1371_journal.pmed.1001300"",""10.4269_ajtmh.13_0057"",""10.1111_j.1440_1843.2007.01201.x"",""10.1186_1471_2334_8_109"",""pub-1691"",""10.1016_j.jgar.2015.11.006"",""10.1016_j.jgar.2017.06.010"",""10.1016_j.bjid.2012.10.011"",""10.5588_ijtld.10.0140"",""pub-1414"",""10.1097_MJT.0b013e3181c0806d"",""10.1089_mdr.2009.0073"",""10.1016_j.ijid.2009.07.002"",""10.1016_j.ijid.2008.11.027"",""10.1097_MJT.0b013e3181dd60ec""]"
"91"	"au3622x_hof"	"Hoffner, SE"	"99"	"29"	"[[1,2013,20,24125455,""Proficiency of drug susceptibility testing of Mycobacterium ""],[8,2015,34,25587993,""Revisiting susceptibility testing in MDR-TB by a standardize""],[6,2009,11,19919774,""Evaluation of the nitrate reductase assay for rapid detectio""],[2,2010,12,20074413,""Genetic characterisation of drug-resistant Mycobacterium tub""],[4,2010,19,20550774,""Evaluation of seven tests for the rapid detection of multidr""],[6,2013,67,23397349,""Multidrug-resistant tuberculosis in Belarus: the size of the""],[7,2012,102,22005924,""Alarming levels of drug-resistant tuberculosis in Belarus: r""],[11,2017,5,27903602,""Whole-Genome Sequencing of Mycobacterium tuberculosis Provid""],[44,2017,6,28092681,""Genomic analysis of globally diverse Mycobacterium tuberculo""],[4,2016,3,26739444,""Drug resistance characteristics and cluster analysis of M. t""],[7,2015,32,26179309,""Diagnostic Performance of the New Version v2.0 of GenoType M""],[7,2016,2,27297481,""Multicenter Study of the Emergence and Genetic Characteristi""],[8,2016,6,27246779,""Determination of MIC Breakpoints for Second-Line Drugs Assoc""],[4,1997,10,8996009,""Drug-resistant Mycobacterium tuberculosis and atypical mycob""],[4,1998,40,9661826,""Drug resistance in Mycobacterium tuberculosis strains isolat""],[2,2003,67,12682139,""Drug-susceptible Mycobacterium tuberculosis Beijing genotype""],[5,2001,37,11258511,""Tuberculosis as an occupational hazard for health care worke""],[4,2011,1,21943847,""Field assessment of the direct nitrate reductase assay for r""],[9,2003,9,12971676,""Drug susceptibility testing of Mycobacterium tuberculosis to""],[2,2010,30,20187977,""Extensive transmission of isoniazid resistant M. tuberculosi""]]"	"[""10.5588_ijtld.13.0195"",""10.1093_jac_dku438"",""pub-1549"",""pub-1519"",""pub-1471"",""10.2471_BLT.12.104588"",""10.1183_09031936.00145411"",""10.1128_JCM.02116_16"",""10.1038_ng.3767"",""10.1186_s12879_015_1331_z"",""10.1128_JCM.01257_15"",""10.1128_AAC.02687_15"",""10.1128_AAC.03008_15"",""10.1378_chest.111.1.148"",""pub-2053"",""10.1128_JCM.41.4.1520_1524.2003"",""pub-2007"",""10.5588_ijtld.10.0697"",""pub-1939"",""10.1186_1471_2334_10_43""]"
"91"	"au10311x_xub"	"Xu, BA"	"76"	"13"	"[[7,2016,6,27246779,""Determination of MIC Breakpoints for Second-Line Drugs Assoc""],[8,2016,2,27297481,""Multicenter Study of the Emergence and Genetic Characteristi""],[6,2016,3,26739444,""Drug resistance characteristics and cluster analysis of M. t""],[6,2016,1,null,""Resistance to Second-Line Antituberculosis Drugs and Delay i""],[7,2016,1,26751583,""Access to Bacteriologic-Based Diagnosis in Smear Positive Re""],[8,2016,4,26980491,""Comparison of the socio-demographic and clinical features of""],[8,2015,0,26348262,""Acquisition of second-line drug resistance and extensive dru""],[2,2015,7,25946359,""Pyrazinamide resistance in Mycobacterium tuberculosis arises""],[1,2014,6,25138531,""Experiences in anti-tuberculosis treatment in patients with ""],[6,2008,15,18707239,""Prevalence of Multidrug-Resistant Pulmonary Tuberculosis in ""],[5,2010,12,20074413,""Genetic characterisation of drug-resistant Mycobacterium tub""],[5,2010,30,20187977,""Extensive transmission of isoniazid resistant M. tuberculosi""],[7,2011,10,21174222,""Contribution of rural-to-urban migration in the prevalence o""]]"	"[""10.1128_AAC.03008_15"",""10.1128_AAC.02687_15"",""10.1186_s12879_015_1331_z"",""10.1155_2016_2628913"",""10.1371_journal.pone.0146340"",""10.1016_j.tube.2015.11.007"",""10.1016_j.cmi.2015.08.023"",""10.5588_ijtld.14.0768"",""10.3402_gha.v7.24593"",""10.1089_mdr.2008.0823"",""pub-1519"",""10.1186_1471_2334_10_43"",""10.1007_s10096_010_1125_6""]"
"91"	"au5963x_mas"	"Masjedi, MR"	"74"	"20"	"[[4,2007,13,17490401,""Evaluation of T cell immune responses in multi-drug-resistan""],[11,2005,31,16183321,""Treatment of multiple drug-resistant tuberculosis MDR-TB in ""],[2,2007,6,17291368,""Instability of IS6110 patterns in multidrug-resistant strain""],[9,2011,19,20019591,""Adverse Effects of Multidrug-Resistant Tuberculosis Treatmen""],[10,2010,13,20192820,""Impact of Extensively Drug-Resistant Tuberculosis on Treatme""],[4,2010,2,null,""IL-10 and IL-12 Production in Response to Mycobacterium Tube""],[1,2010,11,19818664,""Extensively drug-resistant tuberculosis treatment outcome in""],[10,2011,11,20535008,""Revised Category II Regimen as an Alternative Strategy for R""],[5,2011,32,21795819,""Anti-tuberculosis drug resistance and associated risk factor""],[7,2011,4,23508230,""Rapid Detection of Isoniazid Resistance in Mycobacterium tub""],[2,2006,42,16476483,""Prevalence of Haarlem I and Beijing types of Mycobacterium t""],[2,2009,302,19349380,""Emergence of New Forms of Totally Drug-Resistant Tuberculosi""],[11,2009,30,19285897,""First-line anti-tuberculosis drug resistance patterns and tr""],[12,2009,17,19301453,""Nontuberculous Mycobacteria Among Patients Who are Suspected""],[9,2009,6,19037820,""Is standardized treatment appropriate for non-XDR multiple d""],[12,2009,41,19556787,""Differences in Cell Wall Thickness between Resistant and Non""],[11,2008,9,18197919,""Representative drug susceptibility patterns for guiding desi""],[2,2008,0,null,""The recent-transmission of Mycobacterium tuberculosis strain""],[1,2008,38,18544199,""Outcome of treatment of MDR-TB patients with standardised re""],[7,2016,3,27436384,""Impact of diabetes mellitus on tuberculosis drug resistance ""]]"	"[""10.1111_j.1365_2249.2007.03406.x"",""10.1016_j.ijid.2004.09.012"",""10.1017_S0950268806006790"",""10.1097_MJT.0b013e3181c0806d"",""10.1089_mdr.2009.0073"",""pub-1509"",""10.1016_j.ijid.2009.07.002"",""10.1097_MJT.0b013e3181dd60ec"",""10.3855_jidc.1259"",""pub-1350"",""10.1016_j.jinf.2005.12.020"",""10.1378_chest.08_2427"",""10.1016_j.ijid.2008.11.027"",""10.1097_MAJ.0b013e318185d32f"",""10.1080_00365540802298079"",""10.1159_000226425"",""10.1111_j.1440_1843.2007.01201.x"",""10.1186_1471_2334_8_109"",""pub-1691"",""10.1016_j.jgar.2015.11.006""]"
"91"	"au3717x_huy"	"Hu, Y"	"64"	"12"	"[[1,2017,0,null,""Prevalence and Molecular Characterization of Second-Line Dru""],[3,2016,6,27246779,""Determination of MIC Breakpoints for Second-Line Drugs Assoc""],[5,2017,0,29110640,""Prevalence and molecular characterization of pyrazinamide re""],[1,2016,3,26739444,""Drug resistance characteristics and cluster analysis of M. t""],[2,2016,2,27297481,""Multicenter Study of the Emergence and Genetic Characteristi""],[1,2015,0,26348262,""Acquisition of second-line drug resistance and extensive dru""],[1,2016,4,26980491,""Comparison of the socio-demographic and clinical features of""],[3,2014,6,25138531,""Experiences in anti-tuberculosis treatment in patients with ""],[7,2017,2,28012685,""pncA mutations are associated with slower sputum conversion ""],[1,2008,15,18707239,""Prevalence of Multidrug-Resistant Pulmonary Tuberculosis in ""],[1,2010,12,20074413,""Genetic characterisation of drug-resistant Mycobacterium tub""],[1,2010,30,20187977,""Extensive transmission of isoniazid resistant M. tuberculosi""]]"	"[""10.1155_2017_4563826"",""10.1128_AAC.03008_15"",""10.1186_s12879_017_2761_6"",""10.1186_s12879_015_1331_z"",""10.1128_AAC.02687_15"",""10.1016_j.cmi.2015.08.023"",""10.1016_j.tube.2015.11.007"",""10.3402_gha.v7.24593"",""10.1016_j.ijantimicag.2016.10.012"",""10.1089_mdr.2008.0823"",""pub-1519"",""10.1186_1471_2334_10_43""]"
"91"	"au5602x_luw"	"Lu, W"	"51"	"9"	"[[5,2015,0,26348262,""Acquisition of second-line drug resistance and extensive dru""],[4,2016,1,26751583,""Access to Bacteriologic-Based Diagnosis in Smear Positive Re""],[14,2015,0,25355771,""Diagnostic Value of GeneChip for Detection of Resistant Myco""],[2,2015,0,25953803,""The indirect microscopic observation drug susceptibility ass""],[10,2013,19,24330553,""Rates and risk factors for drug resistance tuberculosis in N""],[6,2017,0,28639565,""Diagnostic Performance of the GenoType MTBDRplus and MTBDRsl""],[4,2011,29,21324205,""Epidemiology of anti-tuberculosis drug resistance in a chine""],[16,2014,6,25189549,""Evaluation of the GenoType R MTBDRplus line probe assay on s""],[2,2015,3,25535310,""Comparing Risk Factors for Primary Multidrug-Resistant Tuber""]]"	"[""10.1016_j.cmi.2015.08.023"",""10.1371_journal.pone.0146340"",""10.1128_JCM.02283_14"",""10.1093_jac_dkv112"",""10.1186_1471_2458_13_1171"",""10.4103_0366_6999.208248"",""10.1186_1471_2458_11_110"",""10.5588_ijtld.13.0857"",""10.4269_ajtmh.13_0717""]"
"91"	"au1243x_cam"	"Caminero, JA"	"48"	"17"	"[[7,2005,5,15875922,""Results of a national study on anti-mycobacterial drug resis""],[5,2005,47,15830740,""Tuberculosis bacteriology - priorities and indications in hi""],[1,2007,1,17898835,""The old battle between the human species and Kochs bacillae.""],[12,2010,13,20192820,""Impact of Extensively Drug-Resistant Tuberculosis on Treatme""],[2,2014,6,24329041,""Common errors in multidrug-resistant tuberculosis management""],[6,2012,175,22496332,""Efficacy safety and tolerability of linezolid containing reg""],[14,2017,8,null,""Effectiveness and safety of clofazimine in multidrug-resista""],[19,2017,13,null,""Effectiveness and safety of bedaquiline-containing regimens ""],[8,2016,37,26965290,""Effectiveness and safety of meropenem/clavulanate-containing""],[2,2012,39,21965225,""Linezolid: an effective safe and cheap drug for patients fai""],[1,2010,102,20202293,""Multidrug-resistant tuberculosis: epidemiology risk factors ""],[8,2011,322,21828024,""WHO guidelines for the programmatic management of drug-resis""],[5,2012,131,22467723,""European Union Standards for Tuberculosis Care""],[3,2013,14,23485386,""Successful management of multidrug-resistant tuberculosis un""],[5,2009,8,19105880,""Evolution in the resistance of Mycobacterium tuberculosis to""],[5,2011,20,21283716,""Social Clinical and Microbiological Differential Characteris""],[14,2017,1,28284261,""Tuberculosis drug resistance in Southern Mozambique: results""]]"	"[""pub-1872"",""pub-1875"",""pub-1788"",""10.1089_mdr.2009.0073"",""10.1586_17476348.2014.856758"",""10.1183_09031936.00022912"",""10.1183_13993003.02445_2016"",""10.1183_13993003.00387_2017"",""10.1183_13993003.02146_2015"",""10.1183_09031936.00076811"",""pub-1497"",""10.1183_09031936.00073611"",""10.1183_09031936.00203811"",""10.5588_ijtld.12.0481"",""pub-1637"",""10.1371_journal.pone.0016272"",""10.5588_ijtld.16.0694""]"
